Company Name,Title,Location,Stipend,Work From Home
Solvitude,Quality Assurance (Educational Content),Work From Home,"₹ 5,000-15,000 /month",Yes
Vigorous Healthtech Private Limited,Node.js Development,Gurgaon,"₹ 3,000-5,000 /month",No
House Of Hiranandani,Human Resources (HR),Hyderabad,"₹ 10,000 /month",No
Karishma Consultancy Services,Logistics (Export/Import) Documentation,Delhi,"₹ 3,000 /month",No
Lizzy’s Delicious,Graphic Design & Social Media Marketing,Delhi,"₹ 10,000 /month",No
The Good Food Company,Digital Marketing,Bangalore,"₹ 10,000 /month",No
Scrollin Media Private Limited,Client Servicing,Delhi,"₹ 7,000-10,000 /month",No
Vijay Sharma Legal Associates,Law/Legal,Work From Home,Unpaid,Yes
Smart IT Technologies,Business Development (Sales),Kolkata,"₹ 2,000-12,000 /month",No
Squadra Media Private Limited,Social Media Management,Work From Home,"₹ 8,000 /month",Yes
LAST MILE CHANNEL ENHANCEMENT PVT LTD.,Tele Customer Service,Work From Home,"₹ 20,000 /month",Yes
befikr.in,Marketing,Work From Home,"₹ 8,000 /month",Yes
Vetic,Human Resources (HR),Ahmedabad,"₹ 15,000 /month",No
Niyara Workforce Solutions Private Limited,Recruitment,Matar,"₹ 2,000-5,000 /month",No
Viacom 18 Media Private Limited,Talent Acquisition,Jaipur,"₹ 18,000 /month",No
Garuda Foods,Market Research & Business Development,Kolkata,"₹ 3,000 /month +  Incentives",No
Milearth Softech,Graphic Design,Noida,"₹ 10,000 /month",No
Workhall Private Limited,Marketing,Work From Home,"₹ 12,000 /month",Yes
Appventurez,Social Media Marketing,Work From Home,"₹ 10,000 /month",Yes
Our Dreamwork,Video Making/Editing,Work From Home,"₹ 5,000-10,000 /month",Yes
Midinnings,Social Media Marketing,Work From Home,"₹ 6,000 /month",Yes
Pawzz,Market Research,Mumbai,Unpaid,No
Sammraaj Indesign Private Limited,Digital Marketing,Work From Home,"₹ 8,000-10,000 /month",Yes
Datacube Softech Private Limited,Blogging,Patna,"₹ 7,500 /month",No
Metamorphes Foundation,Operations,Gurgaon,Unpaid,No
Quizzy,Urdu Spoken Projects,Work From Home,"₹ 1,000-2,000 /month",Yes
Priyanka  Sethi,Social Media Marketing,Work From Home,"₹ 2,000 /month",Yes
TheCoinRepublic,Stock Market Trading,Bangarapet,"₹ 8,000-15,000 /month",No
TheCoinRepublic,Share Market Analysis,Mumbai,"₹ 8,000-15,000 /month",No
Vector3 Digital Technologies,Human Resources (HR),Kolkata,"₹ 3,000-10,000 /month",No
TheCoinRepublic,Content Analysis,Pune,"₹ 8,000-15,000 /month",No
TheCoinRepublic,Content Writing,Work From Home,"₹ 8,000-15,000 /month",Yes
TheCoinRepublic,Share Analysis (Trading),Work From Home,"₹ 8,000-15,000 /month",Yes
TheCoinRepublic,Technical Writing,Thane,"₹ 8,000-15,000 /month",No
TheCoinRepublic,Equity Analysis,Mumbai,"₹ 8,000-15,000 /month",No
TheCoinRepublic,Market Research,Chennai,"₹ 8,000-15,000 /month",No
Quizophy Private Limited,Blogging,Ahmedabad,"₹ 7,500 /month",No
SPZ Solutions Pvt. Ltd.,Subject Matter Expert (SME-Video Solutions),Pune,"₹ 15,000-20,000 /month",No
Vaivik Commerce Private Limited,Creation Of Instagram/ Youtube Reels,Jaipur,"₹ 10,000-20,000 /month",No
Knowledge Bridge Consulting Incorporated,Psychology,Work From Home,"₹ 10,000 /month",Yes
Aarctech Software Solution,Content Writing,Work From Home,"₹ 4,000-5,000 /month",Yes
Busa Management Marketing Limited,Business Development (Sales),Work From Home,"₹ 18,000 lump sum +  Incentives",Yes
IMG Global Infotech Private Limited,Angular Development,Mumbai,"₹ 7,000 /month",No
ICED Infotech,Digital Marketing,Work From Home,"₹ 10,000 /month",Yes
Gettobyte,Graphic Design,Work From Home,"₹ 4,000 /month",Yes
Neelabh Bafna,Video Editing,Work From Home,"₹ 5,000 /month",Yes
The Indi-Mums Limited,Media & Public Relations (PR) & SM Influencer Engagement,Hyderabad,"₹ 2,500 /month",No
Cactus Communications Private Limited,Operations,Dehradun,"₹ 10,000 /month",No
Geekooz,Social Media Handling,Uttarakhand,"₹ 3,000 /month",No
Organica Biotech Private Limited,Digital Marketing,Hyderabad,"₹ 10,000 /month",No
Aman Gupta,Outbound Lead Generation,Delhi,"₹ 4,500 /month +  Incentives",No
Political Research And Consulting,MIS,Work From Home,"₹ 16,000 /month",Yes
TOABH Creative Agency,Graphic Design,Jaipur,"₹ 7,000-9,000 /month",No
"Waterfront Resort, Mulshi",Android App Development,Mumbai,"₹ 5,000 /month",No
Webreate,Social Media Marketing,Work From Home,"₹ 4,000 /month",Yes
ITC Limited (Personal Care Products Business Division),Sales,Mumbai,"₹ 20,000 lump sum",No
Softbay,Social Media Marketing,Noida,"₹ 5,000 /month",No
Instituterank,Search Engine Optimization (SEO),Delhi,"₹ 3,000 /month",No
Higgz Academia Technology Private Limited,College Question Solver (Remote),Delhi,$ 100-200 /month,No
Solvitude,Quality Assurance (PCMB/Computer Science/Engineering),Work From Home,"₹ 5,000-10,000 /month",Yes
Pawzz,HRIS Management,Bangalore,"₹ 5,000-10,000 /month",No
Pawzz,Video Making/Editing,Noida,"₹ 6,000-10,000 /month",No
Pawzz,Social Media Management,Delhi,"₹ 6,000-10,000 /month",No
CS SONALI PAWASKAR,Company Secretary (CS) (21 Months),Work From Home,"₹ 7,500 /month",Yes
Pawzz,Business Development Management,Panchgani,"₹ 15,000 /month",No
Pawzz,Agriculture & Food Engineering,Chennai,"₹ 10,000-15,000 /month",No
Get Me Therapy,Business Development (Sales),Noida,"₹ 5,000 /month +  Incentives",No
"M/s. SHOBHA R & Co.,",Audit Trainee,Mumbai,"₹ 4,000 /month +  Incentives",No
Sistema.bio,Human Resources (HR),Udaipur,"₹ 10,000 /month",No
Shri Genesis Software Solutions,Business Development (Sales),Work From Home,"₹ 3,000 /month",Yes
CVefy,Business Development (Sales),Faridabad,"₹ 8,000 /month",No
Triad Square Infosec Private Limited,Sales & Marketing,Jaipur,"₹ 5,000-6,000 /month",No
GEMA Education Technology Private Limited,Teaching (Scratch Coding),Work From Home,"₹ 2,000 /month",Yes
Climapreneur LLP,Short Video Editor,Work From Home,"₹ 6,000 /month",Yes
W3Dev,DevOps,Work From Home,"₹ 5,000-8,000 /month",Yes
Kumkum Foundation,Fundraising,Bhopal,"₹ 1,000 /month +  Incentives",No
Alliance Corporation,Graphic Design,Bhopal,"₹ 10,000 /month",No
Grivaa Capital,Digital Marketing,Gurgaon,"₹ 4,000-6,000 /month",No
Localitaz Geofencing Innovations Private Limited,Web Development,Bhopal,"₹ 5,000 /month",No
Exa Mobility India Private Limited,Operations,Bhopal,"₹ 10,000-20,000 /month",No
SciAstra Education Private Limited,Subject Matter Expert (ISI & CMI UG Maths),Bhopal,"₹ 5,000-10,000 /month",No
Grivaa Capital,Graphic Design,Bhopal,"₹ 4,000-6,000 /month",No
Grivaa Capital,Business Development (Sales),Bhopal,"₹ 4,000-6,000 /month",No
Eulogik,Flutter Development,Bhopal,"₹ 6,000-8,000 /month",No
Grivaa Capital,Operations,Indore,"₹ 4,000-8,000 /month",No
ABC Consultants,Sales And Marketing,Jaipur,"₹ 10,000 /month",No
QA Solvers,SME-Statistics & Probability (Graduation),Work From Home,"₹ 12,000-18,000 /month",Yes
Prayatna Learning Center,Offline Math Teaching,Delhi,"₹ 5,000 /month",No
Mouth And Foot Painting Artists,Content Writing,Gurgaon,"₹ 8,000 /month",No
Material Depot,Unreal Engine Visualization,Jaipur,"₹ 12,000 /month +  Incentives",No
Bright Future India,Social Work,Noida,Unpaid,No
Celebrare,Search Engine Optimization (SEO),Hyderabad,"₹ 6,000-10,000 /month",No
Brihat Infotech Private Limited,Product Management,Work From Home,"₹ 4,000 /month",Yes
Brihat Infotech Private Limited,Business Development (Sales),Work From Home,"₹ 4,000 /month",Yes
Modern Teams,Client Acquisition - Tech,Alwar,"₹ 8,000 /month",No
Natminds Services Private Limited,Graphic Design,Surat,"₹ 9,000 /month",No
OliveBoard Comptech Private Limited,Brand Promotion,Work From Home,"₹ 4,000 /month",Yes
First Edu India Limited,Sales - Overseas Education,Bhilai,"₹ 15,000 /month",No
Chittoo Tech,Digital Marketing,Durg,"₹ 20,000 /month",No
Grizmo Labs Private Limited,Human Resources (HR),Work From Home,"₹ 10,000 /month",Yes
MentorKart,Business Development (Sales),Work From Home,"₹ 10,000 /month",Yes
Preeti Yadav,Social Media Marketing,Delhi,"₹ 3,000-4,000 /month",No
OliveBoard Comptech Private Limited,WhatsApp Marketing,Mumbai,"₹ 4,999 /month",No
Stirring Minds,UI/UX Design,Dehradun,"₹ 15,000-30,000 /month",No
Shri Genesis Software Solutions,Team Management,Delhi,"₹ 4,000 /month",No
Prashil Modi,Interior Design,Work From Home,"₹ 4,500 /month",Yes
Knowledge Cultivator,"Subject Matter Expert (Accounts, Finance & Management)",Work From Home,"₹ 5,500-31,000 /month",Yes
Sofodel,Campus Ambassador,Work From Home,Performance Based,Yes
Shri Genesis Software Solutions,Human Resources (HR),Work From Home,"₹ 4,000 /month",Yes
GetMax Solutions,Operations,Work From Home,"₹ 2,000 /month",Yes
"Shop2App (Washington, United States)",UI/UX Design,Work From Home,"₹ 15,000-45,000 /month",Yes
Stirring Minds,Graphic Design,Work From Home,"₹ 7,000-10,000 /month",Yes
Stirring Minds,Videography,Mumbai,"₹ 7,000-10,000 /month",No
Divein Media,Influencer Marketing,Gurgaon,"₹ 10,000 /month",No
Kutumb Aspiration,UI/ UX Design,Gurgaon,"₹ 1,000 /month",No
Thinkfluence Academy,Social Media Marketing,Work From Home,"₹ 12,000 /month",Yes
Ujucode,Social Media Marketing,Bangalore,"₹ 1,500 /month",No
CREZEKOM SERVICES PRIVATE LIMITED,Content Writing,Pune,"₹ 4,000 /month",No
Brandz Sense,Digital Marketing,Work From Home,"₹ 5,000-7,000 /month",Yes
Pawzz,Volunteering,Work From Home,"₹ 1,000 /month",Yes
Pawzz,Business Development,Bangalore,"₹ 1,500-10,000 lump sum",No
Pawzz,Social Sector Operations,Work From Home,"₹ 1,500-10,000 lump sum",Yes
Sab Tera Welfare Society,Social Work,Work From Home,"₹ 1,000 /week +  Incentives",Yes
Engineer's Cradle,Community & Event Management,Noida,"₹ 5,000-10,000 /month",No
Engineer's Cradle,Program Management,Work From Home,"₹ 5,000-10,000 /month",Yes
The AgeLaB,Web Development,Noida,"₹ 4,000-5,000 /month",No
Pitamah,Social Media Marketing,Work From Home,"₹ 5,000 /month",Yes
NewsyBird Media,News Writing (Hindi),Work From Home,"₹ 1,000 /month",Yes
Digital Guruji,Front End Development,Pune,"₹ 7,500 /month",No
Seek,Social Media Marketing,Work From Home,"₹ 10,000-45,000 /month",Yes
Mittal Associates,Chartered Accountancy (CA),Work From Home,"₹ 3,000 /month",Yes
Syed Mohd  Arbaz,Content Writing,Work From Home,"₹ 5,000 /month",Yes
ProBrain,Subject Matter Expert (SME) - Economics,Bhopal,"₹ 5,000-10,000 /month",No
MyFinopedia,Content Writing,Work From Home,"₹ 2,000 /month",Yes
Digital Dreamwork,Social Media Marketing,Mumbai,"₹ 5,000-8,000 /month",No
JParks India Private Limited,Accounting & Tally,Work From Home,"₹ 10,000-15,000 /month",Yes
Celebrare,Digital Marketing,Bangalore,"₹ 8,000-14,000 /month",No
WORK24,Digital Marketing,Work From Home,"₹ 1,000-5,000 /month",Yes
Brands And Fakes,Search Engine Optimization (SEO),Bangalore,"₹ 8,000 /month",No
Aadarsh Singh,Architecture,Delhi,"₹ 7,000-10,000 /month",No
Brownsalt Bakery,Business Development (Sales),Pune,"₹ 4,000-5,000 /month",No
Paragon Finance Limited,Accounts,Bangalore,"₹ 10,000-15,000 /month",No
WebTechnoz,Social Media Marketing,Hyderabad,"₹ 5,000 /month",No
Public Candidate,Social Media Marketing,Work From Home,Unpaid,Yes
HireVeda,Social Media Marketing,Delhi,"₹ 3,000-5,000 /month",No
OTO Capital,Social Media Marketing,Noida,"₹ 20,000 /month",No
Awesome Pixel,Marketing,Delhi,"₹ 5,000 /month",No
Pioneer E-Solutions,Digital Marketing,Gurgaon,"₹ 8,000 /month",No
Manifest My Dreams (Binge Works Technologies),Social Media Marketing,Noida,"₹ 8,000 /month",No
SRVA Education Private Limited,Business Development (Sales),Tirupati,"₹ 10,000 /month",No
Forefront Academy,Business Development (Sales),Vizianagaram,"₹ 3,000 /month",No
Fynd (Shopsense Retail Technologies Private Limited),Sales,Visakhapatnam,"₹ 15,000-20,000 /month",No
Qnox Advertising,Client Servicing,Eluru,"₹ 5,000-7,000 /month",No
Onads Communications,Digital Marketing,Tiruvannamalai,"₹ 10,000 /month",No
Atypical Advantage,Recruitment,Bangalore,"₹ 2,500 /month",No
Sumadhura Infracon Private Limited,Human Resources (HR),Kumbakonam,"₹ 7,000 /month",No
AIPL,Human Resources (HR),Nellore,"₹ 10,000 /month",No
Chara,Operations,Vijayawada,"₹ 20,000 /month",No
Praan,Logistics And Operations,Kakinada,"₹ 15,000-20,000 /month",No
Way2hub,Fashion Design And Merchandising,Rajahmundry,"₹ 2,500 /month +  Incentives",No
SkyWay Software Solutions,Data Analysis And Digital Marketing,Tiruvannamalai Sub-District,"₹ 10,000 /month",No
National Affair,Video Making/Editing,Kumbakonam Sub-District,"₹ 2,500-5,000 /month",No
PaperCraft Entertainment And Media Group,Graphic Design,Tadepalligudem,"₹ 8,000-10,000 /month",No
Podium Systems Private Limited,Human Resources (HR),Salem,"₹ 2,000 /month",No
Strivik Business Solution,IT Technical,Faridabad,"₹ 2,500 /month",No
SAROM FAB PRIVATE LIMITED,Accounts,Bangalore,"₹ 15,000 /month",No
Fitcommunity,Social Media Marketing,Bangalore,"₹ 10,000 /month",No
51starConnecticut,Search Engine Optimization & Social Media Marketing,Faridabad,"₹ 1,000 /month",No
Onestop Content Solutions,Marketing,Bareilly,"₹ 3,000 /month",No
VleBazaar,Human Resource(HR),Delhi,"₹ 2,500-10,000 /month",No
Ajar Eways,Operations,Gurgaon,"₹ 10,000 /month",No
Sun Packers & Movers,Business Development (Sales),Meerut,"₹ 3,000-10,000 /month",No
Raaah India Education Private Limited,Subject Matter Expert (SME),Noida,"₹ 10,000 /month",No
LCX,Motion Graphic Design,Work From Home,"₹ 25,000-30,000 /month",Yes
Zolijns Designs Private Limited,Design Support (Graphic Design),Chennai,"₹ 15,000-18,000 /month",No
Tez Tarrar Media Private Limited,Journalism (Ground Reporting in Hindi),Coimbatore,"₹ 6,000 /month",No
Medexploran Infotech Private Limited,Graphic Design,Madurai,"₹ 6,000 /month",No
Unacademy,Marketing,Tirunelveli,"₹ 12,000-15,000 /month",No
Crewman Solution Private Limited,Search Engine Optimization (SEO),Tiruppur,"₹ 5,000 /month",No
Educurve India Private Limited (Book Einstein),Teaching,Avadi,"₹ 10,000 /month",No
WebSenor InfoTech,Human Resources (HR),Salem,"₹ 3,000 /month",No
DMatic Digital Private Limited,Video Making/Editing,Coimbatore North,"₹ 10,000 /month",No
Go Sharpener Private Limited,MIS Management,Thoothukkudi,"₹ 5,000 /month",No
Sunil K. Khanna & Company,Operations,Work From Home,"₹ 8,000-10,000 /month",Yes
Oracura Solutions Private Limited,Field Sales,Work From Home,"₹ 18,000 /month",Yes
Starfii Technology Private Limited,Business Development (Sales),Mumbai,"₹ 8,000 /month",No
Indian School Of Business & Finance,Admission Counseling,Navi Mumbai,"₹ 8,000-10,000 /month",No
Verto Bizserv,Business Development (Sales),Work From Home,"₹ 5,000 /month",Yes
Paathshala Spark,Video Editing,Work From Home,"₹ 5,000 /month",Yes
XpertHub Solutions,Video Creation (Pentab),Faridabad,"₹ 10,000 /month +  Incentives",No
Brightlife,Content Creation,Ghaziabad,"₹ 5,000 /month +  Incentives",No
Westoryboard,Social Media Marketing,Gurgaon,"₹ 10,000 /month",No
RB Info Services Private Limited,HR Recruitment,Noida,"₹ 3,000 /month +  Incentives",No
Accropolix Media Solutions PTE LTD,Business Development,Delhi,"₹ 5,000 /month",No
Avaesa,Market Research,Work From Home,"₹ 10,000-11,000 /month",Yes
InstaWeb Labs Private Limited,Search Engine Optimization (SEO),Mumbai,"₹ 3,000-10,000 /month",No
Artfills Online Learning Private Limited,Customer Service,Kolkata,"₹ 15,000 /month",No
Cyber Vision Infotech Private Limited,Search Engine Optimization (SEO),Work From Home,"₹ 8,000-12,000 /month",Yes
Ugaoo Agritech Private Limited,Back-End Service Coordination,Delhi,"₹ 10,000 /month",No
Anantadi,Business Development (Sales),Work From Home,"₹ 10,000 /month",Yes
LetsLanceHK,Sales & Marketing,Bangalore,"₹ 10,000 /month",No
Bharti Foundation,Data Entry,Noida,"₹ 10,000 /month",No
Apponix Technologies,PHP Development,Gurgaon,"₹ 8,000 /month",No
Bianca Store,Videography,Mumbai,"₹ 3,000 /month",No
1 Lab Productions,Film Production,Gurgaon,"₹ 8,000 /month",No
Top Talent Bridge,UI Design (Landing Pages),Work From Home,"₹ 5,000 /month",Yes
Swapnil Ranjan,3D Visualizing,Mumbai,"₹ 2,000 /month",No
Parikh Savla & Associates LLP,Finance & Tax,Work From Home,"₹ 5,000-8,000 /month",Yes
99Digital,Content Writing,Mumbai,"₹ 5,000 /month",No
Kamakhyaa,Merchandising,Work From Home,"₹ 5,000-9,000 /month",Yes
PickRetreat,SEO Content Writing,Hyderabad,"₹ 2,000 /month",No
Pixelo Digital,Human Resources (HR),Gurgaon,"₹ 5,000-6,000 /month",No
OliveBoard Comptech Private Limited,Marketing,Bangalore,"₹ 4,500 /month",No
MetaboliX Fitness,Business Development (Sales),Mumbai,"₹ 15,000-20,000 /month",No
MiM-Essay,Content Writing,Work From Home,"₹ 15,000 /month",Yes
OliveBoard Comptech Private Limited,Facebook Marketing,Hyderabad,"₹ 4,500 /month",No
Sygnius Digital Private Limited,Content Management Backend Operations,Work From Home,"₹ 10,000 /month",Yes
Shalimar Paints,Marketing,Mumbai,"₹ 7,000-10,000 lump sum",No
Naavigo,WordPress Development,Pune,"₹ 6,000 /month",No
BeeJinga Lifestyle Solutions,Website Content Creation,Mumbai,"₹ 2,000 lump sum",No
Data Lumina,Data Entry Analysis,Thane,"₹ 10,000 /month",No
Fuzia,Pre-Sales,Bangalore,"₹ 1,000-4,000 /month",No
ClassFly,Game Development,Work From Home,"₹ 6,000-9,000 /month",Yes
SRA Legal,Law/Legal,Work From Home,"₹ 5,000 /month",Yes
OliveBoard Comptech Private Limited,Marketing,Bhopal,"₹ 3,500 /month",No
Thulir Software Techologies Private Limited,Content Writing,Gurgaon,"₹ 5,000-12,000 /month",No
WhiteSERP,Ecommerce Product Management,Delhi,"₹ 5,000 /month +  Incentives",No
GOtobucket,Customer Service,Delhi,"₹ 9,000 /month",No
Czephyr Health,Telecalling,Navi Mumbai,"₹ 5,000 /month",No
SixtyFour Data Intelligence LLP,Backend Development,Bangalore,"₹ 15,000-20,000 /month",No
Urban Company,Operations,Noida,"₹ 25,000 /month",No
On Black Media,Marketing,Mumbai,"₹ 7,000 /month",No
Suventure Services Private Limited,Digital Marketing,Udaipur,"₹ 1,000 /month",No
Stirring Minds,WordPress Development,Pune,"₹ 7,000-10,000 /month",No
Stirring Minds,Video Making/Editing,Delhi,"₹ 7,000-10,000 /month",No
